painter_id,wikipedia_slug,painter_name,summary,url
2881,Pacita_Abad,Pacita Abad,"Pacita Barsana Abad (October 5, 1946 – December 7, 2004) was an Ivatan and Filipino-American artist. Her more than 30-year painting career began when she traveled to the United States to undertake graduate studies in Spain. She exhibited her work in over 200 museums, galleries and other venues, including 75 solo shows, around the world. Abad's work is now in public, corporate and private art collections in over 70 countries.",https://en.wikipedia.org/wiki/Pacita_Abad
2882,Pál_Balkay,Pál Balkay,"Pál Balkay (1785–1846) was a Hungarian painter and teacher best known for his portrait of ""The Sister and Brother"". 
Balkay was born in Tiszaörs and died in Eger. He lived and worked in what was then the Austrian Empire.",https://en.wikipedia.org/wiki/P%C3%A1l_Balkay
2883,Pál_Böhm,Pál Böhm,"Pál (Paul) Böhm (28 December 1839, Nagyvárad - 29 March 1905, Munich) was a Hungarian genre painter.",https://en.wikipedia.org/wiki/P%C3%A1l_B%C3%B6hm
2884,Pál_Szinyei_Merse,Pál Szinyei Merse,"Pál Szinyei Merse (4 July 1845, Szinyeújfalu – 2 February 1920, Jernye) was a Hungarian painter and art educator.",https://en.wikipedia.org/wiki/P%C3%A1l_Szinyei_Merse
2885,Pamela_Ascherson,Pamela Ascherson,"Pamela Ascherson, later Pamela Rachet (3 March 1923 – 22 June 2010) was a British sculptor, painter and illustrator.",https://en.wikipedia.org/wiki/Pamela_Ascherson
2886,Pamela_Drew,Pamela Drew,Pamela Drew (11 September 1910 – 11 June 1989) was a British artist known for her paintings of marine and aviation subjects. Although Drew was born in the north of England she spent considerable periods of her career in Ireland.,https://en.wikipedia.org/wiki/Pamela_Drew
2887,Pamelia_Hill,Pamelia Hill,"Pamelia Hill (May 9, 1803 – November 12, 1860), also called as Pamela E. Hill, was an American miniature painter. She was known for portrait miniature painting. She painted a number of portraits of prominent Worcester families.",https://en.wikipedia.org/wiki/Pamelia_Hill
2888,Pamphilus_(painter),Pamphilus (painter),"Pamphilus of Amphipolis (Ancient Greek: Πάμφιλος, fourth century BC) was a Macedonian painter and head of Sicyonian school.  Under his influence painting became a regular part of Greek classical education, and a number of his pupils went on to become well-known painters.",https://en.wikipedia.org/wiki/Pamphilus_(painter)
2889,Pan_Tianshou,Pan Tianshou,"Pan Tianshou (simplified Chinese: 潘天寿; traditional Chinese: 潘天壽; pinyin: Pān Tiānshòu; March 14, 1897– September 5, 1971) was a Chinese painter and art educator.
Pan was born in Guanzhuang, Ninghai County, Zhejiang Province, and graduated from Zhejiang First Normal School (now Hangzhou High School). He studied Chinese traditional painting with Wu Changshuo, and built the foundation of Chinese traditional painting education.  He was persecuted during the Cultural Revolution until his death in 1971.",https://en.wikipedia.org/wiki/Pan_Tianshou
2890,Pan_Yuliang,Pan Yuliang,"Pan Yuliang (Chinese: 潘玉良, 14 June 1895 – 22 July 1977), born as Chen Xiuqing, also known as Zhang Yuliang (張玉良), is remembered as the first woman in China to paint in the Western style. She studied in Shanghai and Paris, and taught at the École des Beaux Arts. In 1985, much of her work was transported to China, and collected by the National Art Museum in Beijing and the Anhui Museum in Hefei. Despite being remembered for introducing Western paintings to China, she also provided a new lens to how women were seen through her paintings, not just as objects but as subjects. She won several awards for her work and exhibited internationally in Europe, the United States, and Japan. Significant paintings, sculptures, and prints by her are still conserved in France in the collection of the Cernuschi museum. Her life as an artist has been portrayed in novels, films, and operas in China and the United States. Her art evolved within the flux of conflicting dichotomies of East and West, tradition and modernity, male chauvinism and emerging feminism. Pan is also remembered as an artist who engaged with labels, such as ""contemporary/modern,"" ""Chinese,"" and ""woman"" artist, while also questioning them.",https://en.wikipedia.org/wiki/Pan_Yuliang
2891,Paolo_Uccello,Paolo Uccello,"Paolo Uccello ( oo-CHEL-oh, Italian: [ˈpaːolo utˈtʃɛllo]; 1397 – 10 December 1475), born Paolo di Dono, was an Italian painter and mathematician who was notable for his pioneering work on visual perspective in art. In his book Lives of the Most Excellent Painters, Sculptors, and Architects, Giorgio Vasari wrote that Uccello was obsessed by his interest in perspective and would stay up all night in his study trying to grasp the exact vanishing point. Uccello used perspective to create a feeling of depth in his paintings. His best known works are the three paintings representing the battle of San Romano, which were wrongly entitled the Battle of Sant'Egidio of 1416 for a long period of time.
Paolo worked in the Late Gothic tradition, emphasizing colour and pageantry rather than the classical realism that other artists were pioneering. His style is best described as idiosyncratic, and he left no school of followers. He has had some influence on twentieth-century art and literary criticism (e.g., in the Vies imaginaires by Marcel Schwob, Uccello le poil by Antonin Artaud and O Mundo Como Ideia by Bruno Tolentino).",https://en.wikipedia.org/wiki/Paolo_Uccello
2892,Paolo_Veronese,Paolo Veronese,"Paolo Caliari (1528 – 19 April 1588), known as Paolo Veronese ( VERR-ə-NAY-zay, -⁠zee, also US:  -⁠see, Italian: [ˈpaːolo veroˈneːze, -eːse]), was an Italian Renaissance painter based in Venice, known for extremely large history paintings of religion and mythology, such as The Wedding at Cana (1563) and The Feast in the House of Levi (1573). Included with Titian, a generation older, and Tintoretto, a decade senior, Veronese is one of the ""great trio that dominated Venetian painting of the cinquecento"" and the Late Renaissance in the 16th century. Known as a supreme colorist, and after an early period with Mannerism, Paolo Veronese developed a naturalist style of painting, influenced by Titian.

His most famous works are elaborate narrative cycles, executed in a dramatic and colorful style, full of majestic architectural settings and glittering pageantry. His large paintings of biblical feasts, crowded with figures, painted for the refectories of monasteries in Venice and Verona are especially famous, and he was also the leading Venetian painter of ceilings. Most of these works remain in situ, or at least in Venice, and his representation in most museums is mainly composed of smaller works such as portraits that do not always show him at his best or most typical.
He has always been appreciated for ""the chromatic brilliance of his palette, the splendor and sensibility of his brushwork, the aristocratic elegance of his figures, and the magnificence of his spectacle"", but his work has been felt ""not to permit expression of the profound, the human, or the sublime"", and of the ""great trio"" he has often been the least appreciated by modern criticism. Nonetheless, ""many of the greatest artists ... may be counted among his admirers, including Rubens, Watteau, Tiepolo, Delacroix, and Renoir"".",https://en.wikipedia.org/wiki/Paolo_Veronese
