painter_id,wikipedia_slug,painter_name,summary,url
721,Daniel_Schultz,Daniel Schultz,"Jerzy (Georg) Daniel Schultz  known also as Daniel Schultz the Younger (1615–1683) was a prominent painter of the Baroque era, born and active in the Polish–Lithuanian Commonwealth. He painted many Polish and Lithuanian nobles, members of the royal family, local Patricians, such as the astronomer Johannes Hevelius; animals, and hunts. His work can be found at the Wawel Castle State Art Collections, the National Museum in Warsaw, the Stockholm National Museum, the Hermitage Museum, and at the Gdańsk National Museum.",https://en.wikipedia.org/wiki/Daniel_Schultz
722,Daniel_Seghers,Daniel Seghers,Daniël Seghers or Daniel Seghers (3 December 1590 – 2 November 1661) was a Flemish Jesuit brother and painter who specialized in flower still lifes.  He is particularly well known for his contributions to the genre of flower garland painting. His paintings were collected enthusiastically by aristocratic patrons and he had numerous followers and imitators.,https://en.wikipedia.org/wiki/Daniel_Seghers
723,Daniel_Taylor_(painter),Daniel Taylor (painter),"Daniel Taylor (born February 12, 1955) is a Canadian hyperrealist painter, known for his portraits and wildlife art.",https://en.wikipedia.org/wiki/Daniel_Taylor_(painter)
724,Dante_Gabriel_Rossetti,Dante Gabriel Rossetti,"Gabriel Charles Dante Rossetti (12 May 1828 – 9 April 1882), generally known as Dante Gabriel Rossetti ( rə-ZET-ee, Italian: [rosˈsetti]), was an English poet, illustrator, painter, translator, and member of the Rossetti family. He founded the Pre-Raphaelite Brotherhood in 1848 with William Holman Hunt and John Everett Millais. Rossetti inspired the next generation of artists and writers, William Morris and Edward Burne-Jones in particular. His work also influenced the European Symbolists and was a major precursor of the Aesthetic movement.
Rossetti's art was characterised by its sensuality and its medieval revivalism. His early poetry was influenced by John Keats and William Blake. His later poetry was characterised by the complex interlinking of thought and feeling, especially in his sonnet sequence The House of Life. Poetry and image are closely entwined in Rossetti's work. He frequently wrote sonnets to accompany his pictures, spanning from The Girlhood of Mary Virgin (1849) and Astarte Syriaca (1877), while also creating art to illustrate poems such as Goblin Market by the celebrated poet Christina Rossetti, his sister.
Rossetti's personal life was closely linked to his work, especially his relationships with his models and muses Elizabeth Siddal (whom he married), Fanny Cornforth, and Jane Morris.",https://en.wikipedia.org/wiki/Dante_Gabriel_Rossetti
725,Daphne_Allen,Daphne Allen,Daphne Constance Allen (6 January 1899 – 1985) was an English artist who achieved recognition at an early age as a painter and illustrator. Throughout her career she painted religious subjects and landscapes.,https://en.wikipedia.org/wiki/Daphne_Allen
726,Daphne_Fedarb,Daphne Fedarb,Daphne Fedarb née Brook (1912-1992) was a British painter and artist.,https://en.wikipedia.org/wiki/Daphne_Fedarb
727,Daphne_McClure,Daphne McClure,Daphne McClure (born 1930) is an English artist who is notable for her paintings of her native Cornwall.,https://en.wikipedia.org/wiki/Daphne_McClure
728,David_Alfaro_Siqueiros,David Alfaro Siqueiros,"David Alfaro Siqueiros (born José de Jesús Alfaro Siqueiros; December 29, 1896 – January 6, 1974) was a Mexican social realist painter, best known for his large public murals using the latest in equipment, materials and technique. Along with Diego Rivera and José Clemente Orozco, he was one of the most famous of the  ""Mexican muralists"". 
Siqueiros was a member of the Mexican Communist Party. Although he went to Spain to support the Spanish Republic against the forces of Francisco Franco with his art, he volunteered and served in frontline combat as a Lieutenant Colonel in the Army of the Republic through 1938 before returning to Mexico City. In 1940, he led a failed assassination attempt on Leon Trotsky in which Trotsky's 14-year-old grandson was shot and American communist Robert Sheldon Harte was executed. After spending several months on the run from Mexican authorities disguised as a peasant, Siqueiros was eventually apprehended in Jalisco, although he would never be brought to trial and was freed shortly.
By accordance with Spanish naming customs, his surname would normally have been Alfaro; however, like Picasso (Pablo Ruiz y Picasso) and Lorca (Federico García Lorca), Siqueiros used his mother's surname. It was long believed that he was born in Camargo in Chihuahua state, but in 2003 it was proven that he had actually been born in the city of Chihuahua, but grew up in Irapuato, Guanajuato, at least from the age of six. The discovery of his birth certificate in 2003 by a Mexican art curator was announced the following year by art critic Raquel Tibol, who was renowned as the leading authority on Mexican Muralism and who had been a close acquaintance of Siqueiros. Siqueiros changed his given name to ""David"" after his first wife called him by it in allusion to Michelangelo's David.",https://en.wikipedia.org/wiki/David_Alfaro_Siqueiros
729,David_Allan_(painter),David Allan (painter),"David Allan (13 February 1744 – 6 August 1796) was a Scottish painter, limner, and illustrator, best known for historical subjects and genre works.",https://en.wikipedia.org/wiki/David_Allan_(painter)
730,David_Annand,David Annand,David Annand MRSS (born 1948) is a Scottish sculptor.,https://en.wikipedia.org/wiki/David_Annand
